id_vente,date,client_id,produit,categorie,region,canal,quantite,prix_unitaire,remise_pct,montant_total
VNT00480,2024-12-10,CLI0200,Disque SSD 1TB,Stockage,Occitanie,Revendeur,10,99.99,15,849.91
VNT00481,2024-11-13,CLI0156,Tablette graphique,Création,Hauts-de-France,Revendeur,5,249.99,10,1124.96
VNT00482,2024-03-09,CLI0194,Disque SSD 1TB,Stockage,Bretagne,Revendeur,12,99.99,10,1079.89
VNT00483,2024-03-19,CLI0011,Casque audio,Audio,Hauts-de-France,B2B Direct,14,129.99,10,1637.87
VNT00484,2024-08-12,CLI0092,Clavier mécanique,Périphériques,Grand Est,En ligne,10,89.99,15,764.91
VNT00485,2024-03-02,CLI0043,Hub USB-C,Connectique,Provence-PACA,En ligne,11,49.99,5,522.4
VNT00486,2024-04-25,CLI0083,Écran 4K,Affichage,Normandie,Magasin,7,449.99,15,2677.44
VNT00487,2024-03-08,CLI0192,Imprimante laser,Impression,Occitanie,Revendeur,13,349.99,10,4094.88
VNT00488,2024-02-22,CLI0030,Clavier mécanique,Périphériques,Hauts-de-France,Magasin,9,89.99,15,688.42
VNT00489,2024-12-29,CLI0009,Tablette graphique,Création,Grand Est,En ligne,14,249.99,5,3324.87
VNT00490,2024-10-10,CLI0115,Tablette graphique,Création,Île-de-France,Magasin,14,249.99,5,3324.87
VNT00491,2024-12-09,CLI0181,Casque audio,Audio,Grand Est,Magasin,4,129.99,0,519.96
VNT00492,2024-08-02,CLI0115,Clavier mécanique,Périphériques,Île-de-France,Magasin,3,89.99,10,242.97
VNT00493,2024-01-28,CLI0146,Webcam HD,Vidéo,Hauts-de-France,Revendeur,15,79.99,5,1139.86
VNT00494,2024-10-01,CLI0170,Hub USB-C,Connectique,Grand Est,En ligne,4,49.99,20,159.97
VNT00495,2024-10-08,CLI0033,Souris sans fil,Périphériques,Occitanie,Magasin,3,39.99,0,119.97
VNT00496,2024-02-02,CLI0075,Laptop Pro,Informatique,Normandie,Magasin,11,1299.99,20,11439.91
VNT00497,2024-11-11,CLI0102,Laptop Pro,Informatique,Grand Est,B2B Direct,12,1299.99,15,13259.9
VNT00498,2024-09-05,CLI0059,Imprimante laser,Impression,Bretagne,B2B Direct,6,349.99,15,1784.95
VNT00499,2024-11-20,CLI0184,Tablette graphique,Création,Grand Est,B2B Direct,7,249.99,20,1399.94
VNT00500,2024-06-18,CLI0003,Laptop Pro,Informatique,Provence-PACA,Revendeur,3,1299.99,0,3899.97
VNT00501,2024-06-24,CLI0005,Clavier mécanique,Périphériques,Occitanie,En ligne,15,89.99,20,1079.88
VNT00502,2024-01-12,CLI0138,Tablette graphique,Création,Occitanie,En ligne,13,249.99,10,2924.88
VNT00503,2024-08-16,CLI0101,Tablette graphique,Création,Île-de-France,Revendeur,1,249.99,20,199.99
VNT00504,2024-10-02,CLI0073,Tablette graphique,Création,Grand Est,En ligne,13,249.99,0,3249.87
VNT00505,2024-02-18,CLI0127,Clavier mécanique,Périphériques,Île-de-France,B2B Direct,6,89.99,0,539.94
VNT00506,2024-11-24,CLI0095,Laptop Pro,Informatique,Grand Est,En ligne,2,1299.99,0,2599.98
VNT00507,2024-01-09,CLI0085,Clavier mécanique,Périphériques,Bretagne,B2B Direct,9,89.99,15,688.42
VNT00508,2024-04-05,CLI0105,Tablette graphique,Création,Provence-PACA,En ligne,5,249.99,15,1062.46
VNT00509,2024-07-24,CLI0095,Disque SSD 1TB,Stockage,Provence-PACA,B2B Direct,13,99.99,20,1039.9
VNT00510,2024-01-01,CLI0136,Laptop Pro,Informatique,Grand Est,B2B Direct,7,1299.99,0,9099.93
VNT00511,2024-03-31,CLI0022,Disque SSD 1TB,Stockage,Grand Est,Magasin,3,99.99,15,254.97
VNT00512,2024-12-06,CLI0104,Imprimante laser,Impression,Auvergne-Rhône-Alpes,B2B Direct,11,349.99,15,3272.41
VNT00513,2024-07-01,CLI0078,Souris sans fil,Périphériques,Auvergne-Rhône-Alpes,Revendeur,4,39.99,5,151.96
VNT00514,2024-11-07,CLI0165,Webcam HD,Vidéo,Occitanie,En ligne,12,79.99,5,911.89
VNT00515,2024-07-08,CLI0130,Laptop Pro,Informatique,Île-de-France,B2B Direct,6,1299.99,15,6629.95
VNT00516,2024-05-07,CLI0117,Casque audio,Audio,Hauts-de-France,En ligne,10,129.99,0,1299.9
VNT00517,2024-04-24,CLI0190,Disque SSD 1TB,Stockage,Bretagne,En ligne,9,99.99,15,764.92
VNT00518,2024-01-25,CLI0031,Clavier mécanique,Périphériques,Île-de-France,Revendeur,3,89.99,20,215.98
VNT00519,2024-06-02,CLI0080,Disque SSD 1TB,Stockage,Occitanie,En ligne,2,99.99,15,169.98
VNT00520,2024-09-03,CLI0113,Casque audio,Audio,Bretagne,En ligne,8,129.99,10,935.93
VNT00521,2024-05-21,CLI0065,Hub USB-C,Connectique,Hauts-de-France,En ligne,2,49.99,5,94.98
VNT00522,2024-06-13,CLI0019,Tablette graphique,Création,Bretagne,Magasin,2,249.99,0,499.98
VNT00523,2024-08-13,CLI0023,Hub USB-C,Connectique,Hauts-de-France,B2B Direct,12,49.99,5,569.89
VNT00524,2024-12-23,CLI0042,Casque audio,Audio,Auvergne-Rhône-Alpes,En ligne,13,129.99,15,1436.39
VNT00525,2024-05-09,CLI0091,Laptop Pro,Informatique,Occitanie,Revendeur,13,1299.99,0,16899.87
VNT00526,2024-08-22,CLI0052,Webcam HD,Vidéo,Île-de-France,Revendeur,4,79.99,20,255.97
VNT00527,2024-11-24,CLI0094,Laptop Pro,Informatique,Île-de-France,En ligne,12,1299.99,10,14039.89
VNT00528,2024-04-01,CLI0119,Laptop Pro,Informatique,Occitanie,B2B Direct,13,1299.99,20,13519.9
VNT00529,2024-10-11,CLI0066,Souris sans fil,Périphériques,Bretagne,Revendeur,9,39.99,0,359.91
VNT00530,2024-11-05,CLI0067,Hub USB-C,Connectique,Bretagne,B2B Direct,9,49.99,15,382.42
VNT00531,2024-02-19,CLI0020,Webcam HD,Vidéo,Auvergne-Rhône-Alpes,Revendeur,11,79.99,15,747.91
VNT00532,2024-04-22,CLI0181,Disque SSD 1TB,Stockage,Grand Est,B2B Direct,3,99.99,5,284.97
VNT00533,2024-08-13,CLI0171,Laptop Pro,Informatique,Grand Est,Revendeur,15,1299.99,10,17549.86
VNT00534,2024-04-09,CLI0023,Disque SSD 1TB,Stockage,Hauts-de-France,En ligne,5,99.99,20,399.96
VNT00535,2024-03-01,CLI0175,Laptop Pro,Informatique,Grand Est,En ligne,5,1299.99,5,6174.95
VNT00536,2024-08-04,CLI0153,Tablette graphique,Création,Occitanie,Magasin,6,249.99,0,1499.94
VNT00537,2024-11-27,CLI0154,Hub USB-C,Connectique,Occitanie,B2B Direct,15,49.99,15,637.37
VNT00538,2024-04-30,CLI0070,Écran 4K,Affichage,Occitanie,Revendeur,8,449.99,0,3599.92
VNT00539,2024-05-26,CLI0191,Hub USB-C,Connectique,Auvergne-Rhône-Alpes,Revendeur,5,49.99,0,249.95
VNT00540,2024-10-13,CLI0193,Casque audio,Audio,Provence-PACA,Revendeur,13,129.99,15,1436.39
VNT00541,2024-12-05,CLI0046,Souris sans fil,Périphériques,Occitanie,Magasin,11,39.99,5,417.9
VNT00542,2024-11-26,CLI0179,Casque audio,Audio,Grand Est,Revendeur,8,129.99,20,831.94
VNT00543,2024-10-20,CLI0042,Clavier mécanique,Périphériques,Occitanie,Revendeur,5,89.99,15,382.46
VNT00544,2024-11-10,CLI0193,Souris sans fil,Périphériques,Île-de-France,B2B Direct,15,39.99,20,479.88
VNT00545,2024-12-10,CLI0019,Imprimante laser,Impression,Occitanie,En ligne,9,349.99,0,3149.91
VNT00546,2024-04-30,CLI0172,Laptop Pro,Informatique,Île-de-France,En ligne,3,1299.99,0,3899.97
VNT00547,2024-09-08,CLI0067,Laptop Pro,Informatique,Île-de-France,B2B Direct,1,1299.99,10,1169.99
VNT00548,2024-12-23,CLI0108,Imprimante laser,Impression,Grand Est,En ligne,9,349.99,5,2992.41
VNT00549,2024-03-02,CLI0065,Casque audio,Audio,Bretagne,Revendeur,5,129.99,10,584.96
VNT00550,2024-04-23,CLI0152,Écran 4K,Affichage,Hauts-de-France,Revendeur,5,449.99,10,2024.95
VNT00551,2024-04-09,CLI0067,Imprimante laser,Impression,Île-de-France,B2B Direct,11,349.99,10,3464.9
VNT00552,2024-07-02,CLI0050,Clavier mécanique,Périphériques,Hauts-de-France,Magasin,5,89.99,10,404.95
VNT00553,2024-07-28,CLI0021,Imprimante laser,Impression,Provence-PACA,B2B Direct,13,349.99,10,4094.88
VNT00554,2024-06-05,CLI0138,Tablette graphique,Création,Hauts-de-France,B2B Direct,13,249.99,15,2762.39
VNT00555,2024-11-03,CLI0076,Clavier mécanique,Périphériques,Île-de-France,Revendeur,13,89.99,15,994.39
VNT00556,2024-03-24,CLI0140,Écran 4K,Affichage,Hauts-de-France,En ligne,6,449.99,5,2564.94
VNT00557,2024-11-05,CLI0032,Imprimante laser,Impression,Grand Est,B2B Direct,4,349.99,10,1259.96
VNT00558,2024-03-03,CLI0088,Disque SSD 1TB,Stockage,Île-de-France,B2B Direct,3,99.99,20,239.98
VNT00559,2024-10-06,CLI0028,Disque SSD 1TB,Stockage,Hauts-de-France,Revendeur,6,99.99,20,479.95
VNT00560,2024-02-09,CLI0072,Souris sans fil,Périphériques,Normandie,Magasin,6,39.99,10,215.95
VNT00561,2024-02-08,CLI0015,Casque audio,Audio,Provence-PACA,Magasin,2,129.99,10,233.98
VNT00562,2024-12-21,CLI0186,Hub USB-C,Connectique,Bretagne,Revendeur,9,49.99,0,449.91
VNT00563,2024-05-08,CLI0013,Souris sans fil,Périphériques,Île-de-France,En ligne,2,39.99,10,71.98
VNT00564,2024-12-09,CLI0084,Casque audio,Audio,Hauts-de-France,Magasin,2,129.99,5,246.98
VNT00565,2024-08-08,CLI0155,Clavier mécanique,Périphériques,Normandie,B2B Direct,4,89.99,0,359.96
VNT00566,2024-06-30,CLI0099,Webcam HD,Vidéo,Provence-PACA,Revendeur,7,79.99,5,531.93
VNT00567,2024-05-21,CLI0101,Clavier mécanique,Périphériques,Provence-PACA,Magasin,14,89.99,5,1196.87
VNT00568,2024-10-16,CLI0118,Hub USB-C,Connectique,Provence-PACA,B2B Direct,5,49.99,15,212.46
VNT00569,2024-02-05,CLI0068,Laptop Pro,Informatique,Île-de-France,Revendeur,8,1299.99,5,9879.92
VNT00570,2024-12-28,CLI0128,Imprimante laser,Impression,Occitanie,En ligne,9,349.99,15,2677.42
VNT00571,2024-10-18,CLI0039,Imprimante laser,Impression,Normandie,Magasin,8,349.99,5,2659.92
VNT00572,2024-10-24,CLI0193,Webcam HD,Vidéo,Provence-PACA,En ligne,7,79.99,5,531.93
VNT00573,2024-07-21,CLI0021,Hub USB-C,Connectique,Hauts-de-France,Revendeur,7,49.99,0,349.93
VNT00574,2024-01-21,CLI0100,Clavier mécanique,Périphériques,Provence-PACA,Revendeur,5,89.99,20,359.96
VNT00575,2024-03-05,CLI0035,Disque SSD 1TB,Stockage,Grand Est,Magasin,2,99.99,15,169.98
VNT00576,2024-03-24,CLI0187,Écran 4K,Affichage,Bretagne,Magasin,3,449.99,5,1282.47
VNT00577,2024-12-10,CLI0028,Hub USB-C,Connectique,Grand Est,En ligne,3,49.99,0,149.97
VNT00578,2024-02-20,CLI0167,Souris sans fil,Périphériques,Bretagne,B2B Direct,12,39.99,0,479.88
VNT00579,2024-04-25,CLI0138,Clavier mécanique,Périphériques,Provence-PACA,B2B Direct,7,89.99,0,629.93
VNT00580,2024-12-01,CLI0117,Hub USB-C,Connectique,Occitanie,Magasin,3,49.99,0,149.97
VNT00581,2024-11-10,CLI0189,Hub USB-C,Connectique,Occitanie,Magasin,4,49.99,20,159.97
VNT00582,2024-12-08,CLI0062,Imprimante laser,Impression,Occitanie,En ligne,2,349.99,0,699.98
VNT00583,2024-10-14,CLI0036,Hub USB-C,Connectique,Occitanie,B2B Direct,4,49.99,5,189.96
VNT00584,2024-07-26,CLI0010,Casque audio,Audio,Occitanie,En ligne,12,129.99,5,1481.89
VNT00585,2024-04-25,CLI0192,Disque SSD 1TB,Stockage,Bretagne,Revendeur,9,99.99,10,809.92
VNT00586,2024-08-01,CLI0199,Casque audio,Audio,Auvergne-Rhône-Alpes,En ligne,3,129.99,5,370.47
VNT00587,2024-12-26,CLI0080,Souris sans fil,Périphériques,Île-de-France,Revendeur,7,39.99,20,223.94
VNT00588,2024-03-01,CLI0126,Clavier mécanique,Périphériques,Bretagne,Magasin,3,89.99,20,215.98
VNT00589,2024-07-05,CLI0067,Hub USB-C,Connectique,Occitanie,En ligne,1,49.99,5,47.49
VNT00590,2024-04-28,CLI0127,Souris sans fil,Périphériques,Normandie,En ligne,7,39.99,15,237.94
VNT00591,2024-07-29,CLI0083,Laptop Pro,Informatique,Hauts-de-France,En ligne,4,1299.99,5,4939.96
VNT00592,2024-12-29,CLI0054,Disque SSD 1TB,Stockage,Hauts-de-France,En ligne,15,99.99,10,1349.87
VNT00593,2024-12-03,CLI0052,Tablette graphique,Création,Auvergne-Rhône-Alpes,B2B Direct,8,249.99,15,1699.93
VNT00594,2024-11-27,CLI0129,Clavier mécanique,Périphériques,Occitanie,B2B Direct,15,89.99,20,1079.88
VNT00595,2024-11-06,CLI0136,Écran 4K,Affichage,Occitanie,En ligne,4,449.99,15,1529.97
VNT00596,2024-04-05,CLI0101,Webcam HD,Vidéo,Provence-PACA,Revendeur,12,79.99,5,911.89
VNT00597,2024-05-20,CLI0095,Laptop Pro,Informatique,Île-de-France,Magasin,9,1299.99,10,10529.92
VNT00598,2024-11-26,CLI0072,Casque audio,Audio,Bretagne,Revendeur,15,129.99,10,1754.87
VNT00599,2024-06-14,CLI0186,Casque audio,Audio,Île-de-France,B2B Direct,2,129.99,10,233.98
VNT00600,2024-09-13,CLI0057,Clavier mécanique,Périphériques,Auvergne-Rhône-Alpes,Magasin,10,89.99,15,764.91
VNT00601,2024-04-12,CLI0134,Hub USB-C,Connectique,Hauts-de-France,En ligne,7,49.99,0,349.93
VNT00602,2024-09-12,CLI0052,Webcam HD,Vidéo,Bretagne,Revendeur,3,79.99,15,203.97
VNT00603,2024-01-27,CLI0072,Imprimante laser,Impression,Auvergne-Rhône-Alpes,Magasin,11,349.99,5,3657.4
VNT00604,2024-12-27,CLI0193,Laptop Pro,Informatique,Normandie,B2B Direct,2,1299.99,15,2209.98
VNT00605,2024-09-15,CLI0171,Disque SSD 1TB,Stockage,Provence-PACA,Revendeur,8,99.99,15,679.93
VNT00606,2024-03-31,CLI0058,Casque audio,Audio,Île-de-France,Magasin,10,129.99,10,1169.91
VNT00607,2024-06-25,CLI0160,Clavier mécanique,Périphériques,Île-de-France,Revendeur,8,89.99,0,719.92
VNT00608,2024-12-27,CLI0088,Tablette graphique,Création,Île-de-France,Revendeur,10,249.99,15,2124.91
VNT00609,2024-04-27,CLI0178,Écran 4K,Affichage,Hauts-de-France,Revendeur,11,449.99,15,4207.41
VNT00610,2024-06-02,CLI0145,Écran 4K,Affichage,Occitanie,Magasin,5,449.99,5,2137.45
VNT00611,2024-04-12,CLI0129,Laptop Pro,Informatique,Occitanie,B2B Direct,13,1299.99,15,14364.89
VNT00612,2024-03-18,CLI0096,Tablette graphique,Création,Grand Est,Magasin,2,249.99,15,424.98
VNT00613,2024-06-03,CLI0187,Laptop Pro,Informatique,Bretagne,B2B Direct,11,1299.99,0,14299.89
VNT00614,2024-09-25,CLI0126,Hub USB-C,Connectique,Occitanie,Magasin,11,49.99,10,494.9
VNT00615,2024-04-17,CLI0156,Webcam HD,Vidéo,Normandie,B2B Direct,10,79.99,0,799.9
VNT00616,2024-04-11,CLI0005,Écran 4K,Affichage,Normandie,Revendeur,3,449.99,10,1214.97
VNT00617,2024-11-04,CLI0019,Clavier mécanique,Périphériques,Bretagne,En ligne,3,89.99,20,215.98
VNT00618,2024-12-06,CLI0151,Webcam HD,Vidéo,Bretagne,Revendeur,12,79.99,20,767.9
VNT00619,2024-01-25,CLI0022,Écran 4K,Affichage,Provence-PACA,En ligne,3,449.99,0,1349.97
VNT00620,2024-02-25,CLI0180,Hub USB-C,Connectique,Grand Est,En ligne,6,49.99,0,299.94
VNT00621,2024-11-11,CLI0096,Écran 4K,Affichage,Normandie,En ligne,11,449.99,20,3959.91
VNT00622,2024-01-24,CLI0095,Laptop Pro,Informatique,Occitanie,B2B Direct,14,1299.99,15,15469.88
VNT00623,2024-01-07,CLI0106,Hub USB-C,Connectique,Grand Est,B2B Direct,11,49.99,20,439.91
VNT00624,2024-09-19,CLI0143,Casque audio,Audio,Hauts-de-France,Magasin,10,129.99,10,1169.91
VNT00625,2024-12-04,CLI0170,Imprimante laser,Impression,Auvergne-Rhône-Alpes,B2B Direct,5,349.99,15,1487.46
VNT00626,2024-10-23,CLI0184,Webcam HD,Vidéo,Grand Est,Revendeur,10,79.99,5,759.9
VNT00627,2024-04-20,CLI0049,Écran 4K,Affichage,Occitanie,B2B Direct,5,449.99,15,1912.46
VNT00628,2024-05-29,CLI0142,Laptop Pro,Informatique,Normandie,En ligne,13,1299.99,15,14364.89
VNT00629,2024-12-28,CLI0101,Webcam HD,Vidéo,Bretagne,Magasin,13,79.99,0,1039.87
VNT00630,2024-02-04,CLI0013,Disque SSD 1TB,Stockage,Normandie,Magasin,15,99.99,10,1349.87
VNT00631,2024-09-04,CLI0145,Tablette graphique,Création,Provence-PACA,En ligne,6,249.99,15,1274.95
VNT00632,2024-10-13,CLI0163,Souris sans fil,Périphériques,Bretagne,Revendeur,6,39.99,0,239.94
VNT00633,2024-01-10,CLI0120,Laptop Pro,Informatique,Normandie,B2B Direct,9,1299.99,20,9359.93
VNT00634,2024-05-03,CLI0165,Clavier mécanique,Périphériques,Provence-PACA,Magasin,8,89.99,5,683.92
VNT00635,2024-01-16,CLI0077,Imprimante laser,Impression,Bretagne,Revendeur,2,349.99,15,594.98
VNT00636,2024-10-27,CLI0140,Souris sans fil,Périphériques,Bretagne,Revendeur,7,39.99,10,251.94
VNT00637,2024-10-03,CLI0166,Clavier mécanique,Périphériques,Île-de-France,Magasin,8,89.99,5,683.92
VNT00638,2024-08-15,CLI0069,Imprimante laser,Impression,Bretagne,B2B Direct,2,349.99,5,664.98
VNT00639,2024-06-04,CLI0200,Souris sans fil,Périphériques,Hauts-de-France,En ligne,9,39.99,0,359.91
VNT00640,2024-05-01,CLI0145,Clavier mécanique,Périphériques,Normandie,Magasin,11,89.99,15,841.41
VNT00641,2024-03-20,CLI0161,Casque audio,Audio,Île-de-France,Revendeur,4,129.99,20,415.97
VNT00642,2024-02-22,CLI0130,Souris sans fil,Périphériques,Provence-PACA,Magasin,15,39.99,20,479.88
VNT00643,2024-12-11,CLI0114,Laptop Pro,Informatique,Bretagne,En ligne,14,1299.99,15,15469.88
VNT00644,2024-10-25,CLI0077,Souris sans fil,Périphériques,Île-de-France,Magasin,11,39.99,15,373.91
VNT00645,2024-06-24,CLI0169,Tablette graphique,Création,Grand Est,Revendeur,6,249.99,5,1424.94
VNT00646,2024-03-23,CLI0184,Casque audio,Audio,Auvergne-Rhône-Alpes,Magasin,10,129.99,20,1039.92
VNT00647,2024-09-18,CLI0064,Disque SSD 1TB,Stockage,Occitanie,Magasin,8,99.99,15,679.93
VNT00648,2024-09-13,CLI0044,Casque audio,Audio,Hauts-de-France,B2B Direct,1,129.99,0,129.99
VNT00649,2024-08-27,CLI0038,Casque audio,Audio,Normandie,Revendeur,15,129.99,20,1559.88
VNT00650,2024-09-08,CLI0110,Disque SSD 1TB,Stockage,Hauts-de-France,Magasin,11,99.99,15,934.91
VNT00651,2024-01-11,CLI0200,Imprimante laser,Impression,Hauts-de-France,Magasin,8,349.99,10,2519.93
VNT00652,2024-07-01,CLI0136,Webcam HD,Vidéo,Grand Est,Magasin,4,79.99,10,287.96
VNT00653,2024-12-26,CLI0056,Webcam HD,Vidéo,Provence-PACA,Magasin,3,79.99,15,203.97
VNT00654,2024-01-27,CLI0098,Écran 4K,Affichage,Île-de-France,Revendeur,4,449.99,15,1529.97
VNT00655,2024-10-28,CLI0005,Hub USB-C,Connectique,Île-de-France,Magasin,2,49.99,15,84.98
VNT00656,2024-09-14,CLI0052,Casque audio,Audio,Provence-PACA,Magasin,6,129.99,0,779.94
VNT00657,2024-08-14,CLI0105,Hub USB-C,Connectique,Hauts-de-France,Revendeur,3,49.99,5,142.47
VNT00658,2024-04-14,CLI0129,Laptop Pro,Informatique,Auvergne-Rhône-Alpes,B2B Direct,12,1299.99,20,12479.9
VNT00659,2024-10-06,CLI0182,Imprimante laser,Impression,Île-de-France,Magasin,6,349.99,15,1784.95
VNT00660,2024-10-07,CLI0056,Laptop Pro,Informatique,Hauts-de-France,Revendeur,13,1299.99,0,16899.87
VNT00661,2024-05-31,CLI0038,Webcam HD,Vidéo,Provence-PACA,En ligne,6,79.99,20,383.95
VNT00662,2024-05-20,CLI0015,Imprimante laser,Impression,Auvergne-Rhône-Alpes,B2B Direct,10,349.99,5,3324.9
VNT00663,2024-11-17,CLI0079,Imprimante laser,Impression,Bretagne,B2B Direct,14,349.99,10,4409.87
VNT00664,2024-05-05,CLI0196,Souris sans fil,Périphériques,Provence-PACA,B2B Direct,3,39.99,15,101.97
VNT00665,2024-05-11,CLI0061,Casque audio,Audio,Île-de-France,Magasin,6,129.99,5,740.94
VNT00666,2024-01-27,CLI0100,Disque SSD 1TB,Stockage,Auvergne-Rhône-Alpes,En ligne,13,99.99,5,1234.88
VNT00667,2024-04-27,CLI0141,Souris sans fil,Périphériques,Provence-PACA,B2B Direct,8,39.99,15,271.93
VNT00668,2024-07-23,CLI0163,Écran 4K,Affichage,Hauts-de-France,B2B Direct,5,449.99,15,1912.46
VNT00669,2024-06-09,CLI0163,Tablette graphique,Création,Provence-PACA,Magasin,5,249.99,0,1249.95
VNT00670,2024-11-13,CLI0163,Casque audio,Audio,Bretagne,Revendeur,13,129.99,20,1351.9
VNT00671,2024-05-05,CLI0157,Tablette graphique,Création,Hauts-de-France,B2B Direct,15,249.99,20,2999.88
VNT00672,2024-06-30,CLI0131,Disque SSD 1TB,Stockage,Normandie,B2B Direct,10,99.99,0,999.9
VNT00673,2024-09-18,CLI0022,Souris sans fil,Périphériques,Île-de-France,Revendeur,1,39.99,0,39.99
VNT00674,2024-01-28,CLI0158,Hub USB-C,Connectique,Provence-PACA,En ligne,14,49.99,5,664.87
VNT00675,2024-07-27,CLI0016,Clavier mécanique,Périphériques,Occitanie,En ligne,12,89.99,0,1079.88
VNT00676,2024-07-24,CLI0078,Clavier mécanique,Périphériques,Bretagne,B2B Direct,10,89.99,0,899.9
VNT00677,2024-01-10,CLI0079,Imprimante laser,Impression,Auvergne-Rhône-Alpes,Revendeur,15,349.99,15,4462.37
VNT00678,2024-07-12,CLI0097,Casque audio,Audio,Bretagne,B2B Direct,3,129.99,15,331.47
VNT00679,2024-06-20,CLI0131,Imprimante laser,Impression,Occitanie,Revendeur,7,349.99,10,2204.94
VNT00680,2024-12-15,CLI0080,Imprimante laser,Impression,Hauts-de-France,Revendeur,12,349.99,5,3989.89
VNT00681,2024-07-01,CLI0107,Écran 4K,Affichage,Provence-PACA,Magasin,6,449.99,10,2429.95
VNT00682,2024-05-11,CLI0053,Casque audio,Audio,Grand Est,B2B Direct,13,129.99,5,1605.38
VNT00683,2024-04-11,CLI0134,Clavier mécanique,Périphériques,Normandie,Revendeur,10,89.99,10,809.91
VNT00684,2024-05-08,CLI0117,Souris sans fil,Périphériques,Grand Est,Revendeur,11,39.99,5,417.9
VNT00685,2024-08-29,CLI0061,Tablette graphique,Création,Occitanie,En ligne,1,249.99,10,224.99
VNT00686,2024-05-06,CLI0090,Webcam HD,Vidéo,Normandie,B2B Direct,10,79.99,20,639.92
VNT00687,2024-03-14,CLI0167,Disque SSD 1TB,Stockage,Bretagne,Magasin,14,99.99,15,1189.88
VNT00688,2024-04-17,CLI0051,Disque SSD 1TB,Stockage,Normandie,Magasin,14,99.99,15,1189.88
VNT00689,2024-05-05,CLI0092,Casque audio,Audio,Grand Est,B2B Direct,14,129.99,5,1728.87
VNT00690,2024-05-08,CLI0146,Casque audio,Audio,Bretagne,Revendeur,6,129.99,5,740.94
VNT00691,2024-03-29,CLI0141,Imprimante laser,Impression,Normandie,B2B Direct,11,349.99,5,3657.4
VNT00692,2024-02-27,CLI0108,Webcam HD,Vidéo,Provence-PACA,En ligne,2,79.99,10,143.98
VNT00693,2024-11-05,CLI0068,Casque audio,Audio,Hauts-de-France,Magasin,11,129.99,20,1143.91
VNT00694,2024-02-15,CLI0159,Hub USB-C,Connectique,Île-de-France,Revendeur,10,49.99,15,424.92
VNT00695,2024-03-16,CLI0088,Hub USB-C,Connectique,Normandie,B2B Direct,15,49.99,20,599.88
VNT00696,2024-07-28,CLI0140,Écran 4K,Affichage,Bretagne,En ligne,10,449.99,20,3599.92
VNT00697,2024-04-20,CLI0175,Disque SSD 1TB,Stockage,Hauts-de-France,B2B Direct,2,99.99,10,179.98
VNT00698,2024-04-27,CLI0035,Disque SSD 1TB,Stockage,Normandie,Revendeur,1,99.99,10,89.99
VNT00699,2024-01-07,CLI0019,Écran 4K,Affichage,Bretagne,B2B Direct,12,449.99,15,4589.9
VNT00700,2024-03-02,CLI0015,Clavier mécanique,Périphériques,Grand Est,B2B Direct,8,89.99,5,683.92
VNT00701,2024-12-24,CLI0030,Disque SSD 1TB,Stockage,Provence-PACA,En ligne,14,99.99,0,1399.86
VNT00702,2024-02-12,CLI0094,Disque SSD 1TB,Stockage,Grand Est,B2B Direct,1,99.99,0,99.99
VNT00703,2024-02-23,CLI0017,Souris sans fil,Périphériques,Île-de-France,En ligne,11,39.99,20,351.91
VNT00704,2024-08-27,CLI0110,Casque audio,Audio,Hauts-de-France,Magasin,10,129.99,0,1299.9
VNT00705,2024-04-17,CLI0125,Casque audio,Audio,Occitanie,Magasin,15,129.99,0,1949.85
VNT00706,2024-10-24,CLI0172,Clavier mécanique,Périphériques,Grand Est,B2B Direct,10,89.99,5,854.9
VNT00707,2024-09-25,CLI0093,Imprimante laser,Impression,Provence-PACA,Revendeur,11,349.99,20,3079.91
VNT00708,2024-05-09,CLI0109,Écran 4K,Affichage,Grand Est,Magasin,1,449.99,20,359.99
VNT00709,2024-01-15,CLI0073,Tablette graphique,Création,Bretagne,Magasin,15,249.99,15,3187.37
VNT00710,2024-07-10,CLI0176,Disque SSD 1TB,Stockage,Normandie,B2B Direct,4,99.99,20,319.97
VNT00711,2024-04-15,CLI0199,Clavier mécanique,Périphériques,Île-de-France,En ligne,10,89.99,5,854.9
VNT00712,2024-02-19,CLI0028,Webcam HD,Vidéo,Grand Est,Revendeur,12,79.99,0,959.88
VNT00713,2024-11-26,CLI0137,Imprimante laser,Impression,Occitanie,En ligne,2,349.99,10,629.98
VNT00714,2024-08-23,CLI0131,Webcam HD,Vidéo,Normandie,Revendeur,6,79.99,0,479.94
VNT00715,2024-08-29,CLI0110,Écran 4K,Affichage,Île-de-France,Magasin,1,449.99,0,449.99
VNT00716,2024-05-12,CLI0169,Casque audio,Audio,Bretagne,En ligne,2,129.99,20,207.98
VNT00717,2024-11-01,CLI0103,Imprimante laser,Impression,Grand Est,Magasin,13,349.99,5,4322.38
VNT00718,2024-07-08,CLI0084,Hub USB-C,Connectique,Normandie,Magasin,9,49.99,15,382.42
VNT00719,2024-07-16,CLI0062,Webcam HD,Vidéo,Hauts-de-France,Magasin,7,79.99,0,559.93
VNT00720,2024-08-29,CLI0177,Clavier mécanique,Périphériques,Bretagne,B2B Direct,14,89.99,10,1133.87
VNT00721,2024-07-09,CLI0149,Casque audio,Audio,Île-de-France,Magasin,3,129.99,0,389.97
